id,title,current_alt,proposed_alt
gid://shopify/Product/8077739950149,3 CUT 9/0 TOPAZ TRANSPARENT LUSTER PRECIOSA ORNELA BEADS,,3 Cut 9/0 Topaz Transparent Luster Preciosa Ornela Beads
gid://shopify/Product/8078057865285,3 CUT 9/0 DARK TOPAZ TRANSPARENT LUSTER PRECIOSA ORNELA BEADS,,3 Cut 9/0 Dark Topaz Transparent Luster Preciosa Ornela Beads
gid://shopify/Product/8078070349893,3 CUT 9/0 SMOKE TOPAZ TRANSPARENT LUSTER PRECIOSA ORNELA BEADS,,3 Cut 9/0 Smoke Topaz Transparent Luster Preciosa Ornela Beads
gid://shopify/Product/8078109835333,3 CUT 9/0 AMETHYST TRANSPARENT LUSTER PRECIOSA ORNELA BEADS,,3 Cut 9/0 Amethyst Transparent Luster Preciosa Ornela Beads
gid://shopify/Product/8078121730117,3 CUT 9/0 LIGHT SAPPHIRE TRANSPARENT LUSTER PRECIOSA ORNELA BEADS,,3 Cut 9/0 Light Sapphire Transparent Luster Preciosa Ornela Beads
gid://shopify/Product/8078139195461,3 CUT 9/0 SAPPHIRE TRANSPARENT LUSTER PRECIOSA ORNELA BEADS,,3 Cut 9/0 Sapphire Transparent Luster Preciosa Ornela Beads
gid://shopify/Product/8078146666565,3 CUT 9/0 DARK SAPPHIRE TRANSPARENT LUSTER PRECIOSA ORNELA BEADS,,3 Cut 9/0 Dark Sapphire Transparent Luster Preciosa Ornela Beads
gid://shopify/Product/8078173044805,3 CUT 9/0 COBLALT TRANSPARENT LUSTER PRECIOSA ORNELA BEADS,,3 Cut 9/0 Coblalt Transparent Luster Preciosa Ornela Beads
gid://shopify/Product/8078179598405,3 CUT 9/0 SMOKE GREY TRANSPARENT LUSTER PRECIOSA ORNELA BEADS,,3 Cut 9/0 Smoke Grey Transparent Luster Preciosa Ornela Beads
gid://shopify/Product/8078188052549,3 CUT 9/0 CRYSTAL TRANSPARENT LUSTER PRECIOSA ORNELA BEADS,,3 Cut 9/0 Crystal Transparent Luster Preciosa Ornela Beads
gid://shopify/Product/8078194966597,3 CUT 9/0 GREEN TRANSPARENT LUSTER PRECIOSA ORNELA BEADS,,3 Cut 9/0 Green Transparent Luster Preciosa Ornela Beads
gid://shopify/Product/8078199685189,3 CUT 9/0 FOREST GREEN  TRANSPARENT LUSTER PRECIOSA ORNELA BEADS,,3 Cut 9/0 Forest Green Transparent Luster Preciosa Ornela Beads
gid://shopify/Product/8078482374725,3 CUT 9/0 AQUA TRANSPARENT LUSTER PRECIOSA ORNELA BEADS,,3 Cut 9/0 Aqua Transparent Luster Preciosa Ornela Beads
gid://shopify/Product/8078490239045,3 CUT 9/0 MONTANA TRANSPARENT LUSTER PRECIOSA ORNELA BEADS,,3 Cut 9/0 Montana Transparent Luster Preciosa Ornela Beads
gid://shopify/Product/8078496563269,3 CUT 9/0 CAPRI BLUE TRANSPARENT LUSTER PRECIOSA ORNELA BEADS,,3 Cut 9/0 Capri Blue Transparent Luster Preciosa Ornela Beads
gid://shopify/Product/8078504132677,3 CUT 9/0 HYACINTH TRANSPARENT LUSTER PRECIOSA ORNELA BEADS,,3 Cut 9/0 Hyacinth Transparent Luster Preciosa Ornela Beads
gid://shopify/Product/8078509277253,3 CUT 9/0 LIGHT SIAM RUBY TRANSPARENT LUSTER PRECIOSA ORNELA BEADS,,3 Cut 9/0 Light Siam Ruby Transparent Luster Preciosa Ornela Beads
gid://shopify/Product/8078514061381,3 CUT 9/0 SIAM RUBY TRANSPARENT LUSTER PRECIOSA ORNELA BEADS,,3 Cut 9/0 Siam Ruby Transparent Luster Preciosa Ornela Beads
gid://shopify/Product/8078532116549,3 CUT 9/0 GARNET TRANSPARENT LUSTER PRECIOSA ORNELA BEADS,,3 Cut 9/0 Garnet Transparent Luster Preciosa Ornela Beads
gid://shopify/Product/8080126607429,3 CUT 9/0 GOLD TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Gold Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8080138240069,3 CUT 9/0 DARK TOPAZ TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Dark Topaz Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8099579166789,3 CUT 9/0 CITRINE TRANSPARENT LUSTER PRECIOSA ORNELA BEADS,,3 Cut 9/0 Citrine Transparent Luster Preciosa Ornela Beads
gid://shopify/Product/8099798843461,3 CUT 9/0 SMOKE TOPAZ TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Smoke Topaz Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8099809787973,3 CUT 9/0 LIGHT AMETHYST TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Light Amethyst Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8099825156165,3 CUT 9/0 AMETHYST TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Amethyst Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8099864641605,3 CUT 9/0 LIGHT SAPPHIRE TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Light Sapphire Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8099867623493,3 CUT 9/0 SAPPHIRE TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Sapphire Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8099870703685,3 CUT 9/0 COBALT TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Cobalt Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8102348193861,3 CUT 9/0 PERIDOT TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Peridot Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8102350028869,3 CUT 9/0 FOREST GREEN TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Forest Green Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8102350913605,3 CUT 9/0 LIGHT AQUA TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Light Aqua Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8102351831109,3 CUT 9/0 AQUAMARINE TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Aquamarine Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8102353109061,3 CUT 9/0 DARK AQUA TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Dark Aqua Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8102353993797,3 CUT 9/0 LIGHT BLUE ZIRCON TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Light Blue Zircon Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8102354944069,3 CUT 9/0 BLUE ZIRCON TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Blue Zircon Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8102355796037,3 CUT 9/0 CRYSTAL TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Crystal Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8108505628741,3 CUT 9/0 CITRINE TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Citrine Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8108507332677,3 CUT 9/0 MANGO TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Mango Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8108510281797,3 CUT 9/0 HYACINTH TRANSPARENT SILVER LINED  PRECIOSA ORNELA BEADS,,3 Cut 9/0 Hyacinth Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8108516835397,3 CUT 9/0 LIGHT SIAM RUBY TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Light Siam Ruby Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8108520472645,3 CUT 9/0 SIAM RUBY TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Siam Ruby Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8108553470021,3 CUT 9/0 GARNET TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,,3 Cut 9/0 Garnet Transparent Silver Lined Preciosa Ornela Beads
gid://shopify/Product/8108561039429,3 CUT 9/0 SILVER METALLIC PRECIOSA ORNELA BEADS,,3 Cut 9/0 Silver Metallic Preciosa Ornela Beads
gid://shopify/Product/8113429676101,Vintage Western German Plexy Faceted Beads - OLIVINE AB,,Vintage Western German Plexy Faceted Beads - OLIVINE AB
gid://shopify/Product/8115429113925,Vintage Western German Plexy Faceted Beads - FUCHSIA AB,,Vintage Western German Plexy Faceted Beads - FUCHSIA AB
gid://shopify/Product/8115434520645,CZECH RHINESTONE RONDELLES - CRYSTAL/SILVER,,Czech Rhinestone Rondelles - Crystal/Silver
gid://shopify/Product/8121788203077,Vintage Western German Plexy Faceted Beads - PLUM AB,,Vintage Western German Plexy Faceted Beads - PLUM AB
gid://shopify/Product/8121793871941,Vintage Western German Plexy Faceted Beads - ROYAL BLUE AB,,Vintage Western German Plexy Faceted Beads - ROYAL BLUE AB
gid://shopify/Product/8121810092101,Vintage Western German Plexy Faceted Beads - SMOKE TOPAZ AB,,Vintage Western German Plexy Faceted Beads - SMOKE TOPAZ AB
gid://shopify/Product/8121821397061,Vintage Western German Plexy Beads - IVORY POWDERED WITH GOLD RUFFLE,,Vintage Western German Plexy Beads - IVORY POWDERED WITH GOLD RUFFLE
gid://shopify/Product/8122127974469,Vintage Western German Plexy Beads - LIGHT BLUE POWDERED  WITH GOLD RUFFLE,,Vintage Western German Plexy Beads - LIGHT BLUE POWDERED WITH GOLD RUFFLE
gid://shopify/Product/8122133413957,Vintage Western German Plexy Beads - LIGHT GREEN WITH GOLD RUFFLE,,Vintage Western German Plexy Beads - LIGHT GREEN WITH GOLD RUFFLE
gid://shopify/Product/8122140098629,Vintage Western German Plexy Beads - PINK WITH GOLD RUFFLE,,Vintage Western German Plexy Beads - PINK WITH GOLD RUFFLE
gid://shopify/Product/8122151567429,Vintage Western German Plexy Beads - SOFT BLACK RUFFLE,,Vintage Western German Plexy Beads - SOFT BLACK RUFFLE
gid://shopify/Product/8122156187717,Vintage Western German Plexy Beads - SOFT GOLD RUFFLE,,Vintage Western German Plexy Beads - SOFT GOLD RUFFLE
gid://shopify/Product/8122232897605,CZECH RHINESTONE RONDELLES - CRYSTAL/GOLD,,Czech Rhinestone Rondelles - Crystal/Gold
gid://shopify/Product/8122254819397,CZECH RHINESTONE RONDELLES - CRYSTAL AB / SILVER,,Czech Rhinestone Rondelles - Crystal AB / Silver
gid://shopify/Product/8122283688005,CZECH RHINESTONE RONDELLES - CRYSTAL AB / GOLD,,Czech Rhinestone Rondelles - Crystal AB / Gold
gid://shopify/Product/8122330775621,G0162 Silk Vintage Art Deco Fan Pendants,G0162 Multi Silk vintage German resin art deco fan pendants,G0162 Silk Vintage Art Deco Fan Pendants
gid://shopify/Product/8122330808389,G0162 Transparent Vintage Art Deco Fan Pendants,G0162 Multi Transparent vintage German resin art deco fan pendants,G0162 Transparent Vintage Art Deco Fan Pendants
gid://shopify/Product/8123418280005,VINTAGE PRECIOSA CRYSTAL 64 FACETED ROUND BEADS - CRYSTAL AB,,Vintage Preciosa Crystal 64 Faceted Round Beads - Crystal AB
gid://shopify/Product/8123634384965,VINTAGE PRECIOSA CRYSTAL 64 FACETED ROUND BEADS - CRYSTAL,,Vintage Preciosa Crystal 64 Faceted Round Beads - Crystal
gid://shopify/Product/8123648737349,VINTAGE PRECIOSA CRYSTAL 16 FACETED BICONE BEADS - CRYSTAL,,Vintage Preciosa Crystal 16 Faceted Bicone Beads - Crystal
gid://shopify/Product/8123662008389,VINTAGE PRECIOSA CRYSTAL 16 FACETED BICONE BEADS - CRYSTAL AB,,Vintage Preciosa Crystal 16 Faceted Bicone Beads - Crystal AB
gid://shopify/Product/8129297580101,CZECH RHINESTONE SQUAREDELLES - CRYSTAL/SILVER,,Czech Rhinestone Squaredelles - Crystal/Silver
gid://shopify/Product/8129308229701,CZECH RHINESTONE SQUAREDELLES - CRYSTAL/GOLD,,Czech Rhinestone Squaredelles - Crystal/Gold
gid://shopify/Product/8129310818373,CZECH RHINESTONE SQUAREDELLES - CRYSTAL AB / SILVER,,Czech Rhinestone Squaredelles - Crystal AB / Silver
gid://shopify/Product/8129314947141,CZECH RHINESTONE SQUAREDELLES - CRYSTAL AB / GOLD,,Czech Rhinestone Squaredelles - Crystal AB / Gold
gid://shopify/Product/8129324056645,Chunky Rondelle Large Hole Lampwork Glass Beads - P12002,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12002
gid://shopify/Product/8129388150853,Chunky Rondelle Large Hole Lampwork Glass Beads - P12004,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12004
gid://shopify/Product/8129391296581,Chunky Rondelle Large Hole Lampwork Glass Beads - P12006,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12006
gid://shopify/Product/8129397030981,Chunky Rondelle Large Hole Lampwork Glass Beads - P12015,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12015
gid://shopify/Product/8129398571077,Chunky Rondelle Large Hole Lampwork Glass Beads - P12016,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12016
gid://shopify/Product/8129401356357,Chunky Rondelle Large Hole Lampwork Glass Beads - P12021,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12021
gid://shopify/Product/8129403093061,Chunky Rondelle Large Hole Lampwork Glass Beads - P12022,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12022
gid://shopify/Product/8129404600389,Chunky Rondelle Large Hole Lampwork Glass Beads - P12024,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12024
gid://shopify/Product/8129405354053,Chunky Rondelle Large Hole Lampwork Glass Beads - P12025,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12025
gid://shopify/Product/8129406599237,Chunky Rondelle Large Hole Lampwork Glass Beads - P12026,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12026
gid://shopify/Product/8129407549509,Chunky Rondelle Large Hole Lampwork Glass Beads - P12027,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12027
gid://shopify/Product/8129409417285,Chunky Rondelle Large Hole Lampwork Glass Beads - P12031,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12031
gid://shopify/Product/8129410203717,Chunky Rondelle Large Hole Lampwork Glass Beads - P12032,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12032
gid://shopify/Product/8129410826309,Chunky Rondelle Large Hole Lampwork Glass Beads - P12034,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12034
gid://shopify/Product/8129411350597,Chunky Rondelle Large Hole Lampwork Glass Beads - P12036,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12036
gid://shopify/Product/8129412235333,Chunky Rondelle Large Hole Lampwork Glass Beads - P12039,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12039
gid://shopify/Product/8129413185605,Chunky Rondelle Large Hole Lampwork Glass Beads - P12042,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12042
gid://shopify/Product/8129413939269,Chunky Rondelle Large Hole Lampwork Glass Beads - P12047,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12047
gid://shopify/Product/8129420165189,Chunky Rondelle Large Hole Lampwork Glass Beads - P12050,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12050
gid://shopify/Product/8129421279301,Chunky Rondelle Large Hole Lampwork Glass Beads - P12051,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12051
gid://shopify/Product/8129422295109,Chunky Rondelle Large Hole Lampwork Glass Beads - P12058,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12058
gid://shopify/Product/8129423343685,Chunky Rondelle Large Hole Lampwork Glass Beads - P12060,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12060
gid://shopify/Product/8129424162885,Chunky Rondelle Large Hole Lampwork Glass Beads - P12063,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12063
gid://shopify/Product/8129424785477,Chunky Rondelle Large Hole Lampwork Glass Beads - P12066,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12066
gid://shopify/Product/8129426882629,Chunky Rondelle Large Hole Lampwork Glass Beads - P12069,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12069
gid://shopify/Product/8129428095045,Chunky Rondelle Large Hole Lampwork Glass Beads - P12070,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12070
gid://shopify/Product/8129428881477,Chunky Rondelle Large Hole Lampwork Glass Beads - P12071,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12071
gid://shopify/Product/8129430159429,Chunky Rondelle Large Hole Lampwork Glass Beads - P12072,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12072
gid://shopify/Product/8129431732293,Chunky Rondelle Large Hole Lampwork Glass Beads - P12073,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12073
gid://shopify/Product/8129432387653,Chunky Rondelle Large Hole Lampwork Glass Beads - P12075,,Chunky Rondelle Large Hole Lampwork Glass Beads - P12075
