product_id,title,media_id,proposed_alt
gid://shopify/Product/8057805340741,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 10ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31375270379589,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 10ss
gid://shopify/Product/8057805340741,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 10ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31375263006789,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 10ss
gid://shopify/Product/8057814515781,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358645567557,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss
gid://shopify/Product/8057814515781,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647795781,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss
gid://shopify/Product/8057814515781,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647828549,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss
gid://shopify/Product/8057814515781,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647861317,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss
gid://shopify/Product/8057814515781,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647631941,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss
gid://shopify/Product/8057814515781,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647959621,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss
gid://shopify/Product/8057814515781,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647664709,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss
gid://shopify/Product/8057814515781,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647992389,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss
gid://shopify/Product/8057814515781,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647894085,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss
gid://shopify/Product/8057814515781,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31375277129797,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss
gid://shopify/Product/8057814515781,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31375270379589,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss
gid://shopify/Product/8057814515781,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31375263006789,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 12ss
gid://shopify/Product/8057824280645,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358645567557,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss
gid://shopify/Product/8057824280645,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647795781,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss
gid://shopify/Product/8057824280645,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647828549,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss
gid://shopify/Product/8057824280645,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647861317,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss
gid://shopify/Product/8057824280645,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647631941,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss
gid://shopify/Product/8057824280645,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647959621,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss
gid://shopify/Product/8057824280645,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647664709,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss
gid://shopify/Product/8057824280645,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647992389,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss
gid://shopify/Product/8057824280645,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647894085,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss
gid://shopify/Product/8057824280645,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31375277129797,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss
gid://shopify/Product/8057824280645,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31375270379589,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss
gid://shopify/Product/8057824280645,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31375263006789,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 16ss
gid://shopify/Product/8058334281797,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358645567557,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss
gid://shopify/Product/8058334281797,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647795781,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss
gid://shopify/Product/8058334281797,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647828549,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss
gid://shopify/Product/8058334281797,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647861317,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss
gid://shopify/Product/8058334281797,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647631941,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss
gid://shopify/Product/8058334281797,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647959621,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss
gid://shopify/Product/8058334281797,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647664709,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss
gid://shopify/Product/8058334281797,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647992389,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss
gid://shopify/Product/8058334281797,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647894085,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss
gid://shopify/Product/8058334281797,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31375277129797,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss
gid://shopify/Product/8058334281797,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31375270379589,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss
gid://shopify/Product/8058334281797,"Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31375263006789,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 20ss
gid://shopify/Product/8058450149445,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31358645567557,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss
gid://shopify/Product/8058450149445,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31358647795781,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss
gid://shopify/Product/8058450149445,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31358647828549,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss
gid://shopify/Product/8058450149445,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31358647861317,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss
gid://shopify/Product/8058450149445,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31358647631941,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss
gid://shopify/Product/8058450149445,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31358647959621,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss
gid://shopify/Product/8058450149445,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31358647664709,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss
gid://shopify/Product/8058450149445,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31358647992389,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss
gid://shopify/Product/8058450149445,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31358647894085,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss
gid://shopify/Product/8058450149445,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31375277129797,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss
gid://shopify/Product/8058450149445,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31375270379589,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss
gid://shopify/Product/8058450149445,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31375263006789,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 30ss
gid://shopify/Product/8058589118533,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31358645567557,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss
gid://shopify/Product/8058589118533,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31358647795781,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss
gid://shopify/Product/8058589118533,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31358647828549,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss
gid://shopify/Product/8058589118533,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31358647861317,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss
gid://shopify/Product/8058589118533,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31358647631941,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss
gid://shopify/Product/8058589118533,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31358647959621,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss
gid://shopify/Product/8058589118533,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31358647664709,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss
gid://shopify/Product/8058589118533,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31358647992389,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss
gid://shopify/Product/8058589118533,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31358647894085,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss
gid://shopify/Product/8058589118533,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31375277129797,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss
gid://shopify/Product/8058589118533,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31375270379589,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss
gid://shopify/Product/8058589118533,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss – 2 Gross (288 pcs),gid://shopify/MediaImage/31375263006789,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 34ss
gid://shopify/Product/8058617069637,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss – 1 Gross (144 pcs),gid://shopify/MediaImage/31358645567557,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss
gid://shopify/Product/8058617069637,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss – 1 Gross (144 pcs),gid://shopify/MediaImage/31358647795781,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss
gid://shopify/Product/8058617069637,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss – 1 Gross (144 pcs),gid://shopify/MediaImage/31358647828549,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss
gid://shopify/Product/8058617069637,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss – 1 Gross (144 pcs),gid://shopify/MediaImage/31358647861317,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss
gid://shopify/Product/8058617069637,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss – 1 Gross (144 pcs),gid://shopify/MediaImage/31358647631941,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss
gid://shopify/Product/8058617069637,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss – 1 Gross (144 pcs),gid://shopify/MediaImage/31358647959621,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss
gid://shopify/Product/8058617069637,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss – 1 Gross (144 pcs),gid://shopify/MediaImage/31358647664709,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss
gid://shopify/Product/8058617069637,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss – 1 Gross (144 pcs),gid://shopify/MediaImage/31358647992389,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss
gid://shopify/Product/8058617069637,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss – 1 Gross (144 pcs),gid://shopify/MediaImage/31358647894085,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss
gid://shopify/Product/8058617069637,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss – 1 Gross (144 pcs),gid://shopify/MediaImage/31375277129797,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss
gid://shopify/Product/8058617069637,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss – 1 Gross (144 pcs),gid://shopify/MediaImage/31375270379589,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss
gid://shopify/Product/8058617069637,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss – 1 Gross (144 pcs),gid://shopify/MediaImage/31375263006789,Preciosa & Jablonex Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 40ss
gid://shopify/Product/8058779238469,"Preciosa & Jablonex Hot Fix Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 8ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358645567557,Preciosa & Jablonex Hot Fix Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 8ss
gid://shopify/Product/8058779238469,"Preciosa & Jablonex Hot Fix Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 8ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647795781,Preciosa & Jablonex Hot Fix Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 8ss
gid://shopify/Product/8058779238469,"Preciosa & Jablonex Hot Fix Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 8ss – 10 Gross (1,440 pcs)",gid://shopify/MediaImage/31358647828549,Preciosa & Jablonex Hot Fix Extra 2-Cut Glass Chaton Rose Flatback Rhinestones 8ss
